alexa_lang,alexa_links_ins,alexa_load_time,alexa_rank,alexa_rank_dk,cms,external_links_count,facebook_share,has_analytics,has_description,has_keywords,html5,html5_tags,img_count,internal_links_count,server,title_tag,twitter_share,url,xhtml
0,5,1,7,4,11,0,0,0,0,1,0,0,4,3,3,1,0,http://www.zenforum.dk,0
,4,3,6,3,11,3,0,1,0,0,0,0,3,0,22,1,0,http://www.ellos.dk,0
0,4,2,7,4,11,1,0,0,0,1,0,0,0,2,3,1,1,http://www.90minutter.dk,0
,4,4,5,2,11,2,0,0,0,0,0,0,1,1,1,1,0,http://www.borger.dk,0
0,,,7,4,11,0,0,1,0,0,0,0,4,3,0,1,0,http://www.kvalimad.dk,0
0,,,7,4,11,1,0,1,0,0,0,0,4,0,1,1,0,http://www.boligone.dk,0
,4,3,7,4,5,2,0,0,0,0,1,2,4,0,1,1,0,http://www.calle.dk,0
,4,3,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.peters1.dk,0
,2,5,7,,11,0,0,0,0,0,1,0,2,3,3,1,0,http://www.disorder.dk,0
,4,2,7,4,11,1,0,0,0,1,0,0,1,3,3,1,0,http://www.audi.dk,1
0,,,7,4,11,0,0,1,0,1,1,0,3,2,3,1,0,http://www.romantikeren.dk,0
,4,2,7,4,11,3,0,0,0,1,0,0,4,0,1,1,0,http://www.br.dk,0
0,,,7,4,11,1,0,0,0,0,0,0,2,0,3,1,0,http://www.erovie.dk,0
0,4,3,5,2,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.portalbank.dk,0
0,4,2,6,3,11,3,0,1,0,0,0,0,4,0,1,1,0,http://www.4sound.dk,0
1,5,1,6,3,11,0,0,0,0,0,1,1,0,2,3,1,0,http://www.bornholmerferien.dk,0
,6,0,7,4,11,1,0,0,0,1,0,0,0,0,3,1,0,http://www.bogpriser.dk,0
1,4,3,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.privatgrossisten.dk,0
,4,3,5,2,11,1,0,1,0,0,1,0,0,2,1,1,0,http://www.boligsiden.dk,0
,4,2,7,4,11,3,0,0,0,0,1,0,4,0,1,1,0,http://www.studienet.dk,0
,5,1,4,2,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.skoleintra.dk,0
0,5,1,7,4,11,1,0,0,0,0,1,1,1,1,3,1,0,http://www.danskemedier.dk,0
0,,,7,4,11,2,1,1,0,1,1,0,1,0,3,1,0,http://www.supersaas.dk,0
0,4,3,7,3,11,2,1,1,0,0,0,0,4,3,3,1,0,http://www.illusionmagic.dk,0
1,5,1,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.animalsex.dk,0
4,4,4,7,5,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.city-map.dk,0
,6,0,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.idestrup.dk,0
,4,3,7,4,11,3,0,0,0,1,0,0,3,1,1,1,0,http://www.regionsjaelland.dk,0
,4,2,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.konkurrencesiden.dk,0
0,,,7,4,11,0,0,1,0,1,0,0,1,3,3,1,0,http://www.legeaben.dk,0
0,,,6,4,11,1,1,1,0,0,1,0,4,3,3,1,0,http://www.shopalike.dk,0
1,4,3,7,4,7,0,0,1,0,1,0,0,4,3,3,1,0,http://www.ticket2heaven.dk,1
0,,,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.henrik-bondtofte.dk,0
,3,5,7,4,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.lasertryk.dk,0
,4,2,6,4,7,3,0,1,0,1,1,0,2,0,3,1,0,http://www.rockidan.dk,0
1,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.back-end.dk,0
,5,1,7,4,11,3,0,1,0,0,1,1,2,1,1,1,0,http://www.uvm.dk,0
0,,,6,3,11,1,0,1,0,1,0,0,3,1,0,1,0,http://www.tezzo.dk,0
0,3,5,7,4,11,3,0,0,0,0,0,0,4,0,1,1,0,http://www.happii.dk,0
1,3,5,6,3,11,0,0,1,0,1,0,0,2,3,6,1,0,http://www.inzone.dk,0
,5,1,6,3,11,3,0,1,0,0,0,0,4,0,0,1,0,http://www.minreklame.dk,0
1,4,2,4,2,11,2,0,1,0,1,0,0,4,0,1,1,0,http://www.dating.dk,0
,,,7,4,11,0,1,1,0,1,0,0,2,0,3,1,0,http://www.deal.dk,1
1,5,1,6,3,11,3,0,1,0,0,1,2,4,1,1,1,0,http://www.fona.dk,0
0,3,5,7,4,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.nordvestnyt.dk,0
1,6,0,7,,11,3,0,1,0,0,0,0,2,0,3,1,0,http://www.diku.dk,0
0,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.t3t.dk,0
,4,2,7,4,11,0,0,0,0,0,0,0,1,2,1,1,0,http://www.guide.dk,0
0,,,7,,11,3,0,1,0,0,0,0,1,0,3,1,0,http://www.dyred.dk,0
,4,3,7,4,11,3,0,1,0,0,1,3,4,3,1,1,0,http://www.bog-ide.dk,0
0,5,1,7,4,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.krifaselvbetjening.dk,0
,4,3,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.spks.dk,0
,4,4,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.kommunikationsforum.dk,0
1,5,1,7,4,3,1,0,1,0,1,0,0,0,0,22,1,0,http://www.mindworking.dk,0
,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.salmonfly.dk,0
,,,7,4,11,3,0,1,0,0,0,0,3,0,3,1,0,http://www.wwi.dk,0
0,4,2,4,2,11,3,0,0,0,0,1,2,4,0,3,1,0,http://www.viaplay.dk,0
0,4,2,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.retrovilla.dk,0
,4,2,6,4,11,2,0,1,0,0,0,0,3,1,3,1,0,http://www.gratisdns.dk,0
0,,,7,4,3,0,0,1,0,0,0,0,0,1,3,1,0,http://www.sund-og-smuk.dk,0
,5,1,7,4,3,3,0,0,0,0,0,0,2,0,1,1,0,http://www.ens.dk,0
,5,1,7,4,11,0,0,1,0,1,0,0,0,0,3,1,0,http://www.bellcom.dk,0
0,5,1,5,2,11,3,0,0,0,0,0,0,4,0,3,1,0,http://www.pokerstars.dk,0
,3,5,7,4,11,3,0,1,0,0,0,0,4,0,1,1,0,http://www.festabc.dk,0
0,4,2,7,,11,3,0,1,0,0,1,2,3,0,1,1,0,http://www.thomascookairlines.dk,0
0,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.incover.dk,0
0,,,7,4,3,3,1,1,0,1,1,1,4,0,3,1,0,http://www.dealhunter.dk,0
,5,1,6,3,11,3,0,1,0,1,1,0,4,1,0,1,0,http://www.smartgirl.dk,0
0,,,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tdch.dk,0
,4,4,6,,11,2,0,1,0,0,1,0,2,0,1,1,0,http://www.kongehuset.dk,0
1,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.befro.dk,0
,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.bornholmstidende.dk,0
,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.yy.dk,0
0,,,7,4,7,1,0,1,0,1,0,0,0,0,3,1,0,http://www.motivaco.dk,0
0,4,2,4,2,11,1,0,0,0,1,0,0,2,1,22,1,0,http://www.bet365.dk,0
0,3,5,7,,11,3,0,1,0,0,1,1,3,3,6,1,0,http://www.snaphanen.dk,0
,6,0,5,3,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.swingerdating.dk,0
,4,2,7,4,1,0,0,1,0,0,1,1,0,0,1,1,0,http://www.moment.dk,0
0,4,2,7,,7,1,0,1,0,1,0,0,4,3,0,1,0,http://www.bikester.dk,0
,4,4,5,2,11,3,0,1,0,1,0,0,4,3,8,1,0,http://www.computerworld.dk,0
0,,,6,3,11,0,0,1,0,0,1,1,2,1,3,1,0,http://www.onlineeffekt.dk,0
0,4,4,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.traelastogbyggemarked.dk,0
0,,,7,,11,2,0,0,0,0,0,0,4,3,3,1,0,http://www.bigfishgames.dk,0
1,3,5,3,1,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.epn.dk,0
0,5,1,7,4,11,0,0,1,0,0,0,0,0,0,3,1,0,http://www.urlspion.dk,0
1,4,2,7,,11,2,0,1,0,1,1,1,0,0,3,1,0,http://www.kvadrat.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.med24.dk,0
0,4,3,6,3,11,1,0,0,0,1,0,0,1,3,14,1,0,http://www.startvaekst.dk,1
,4,2,5,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.sol.dk,0
,4,2,6,3,11,2,0,1,0,1,0,0,4,0,1,1,0,http://www.jobbank.dk,0
0,6,0,7,4,11,0,0,0,0,1,1,0,1,1,3,1,0,http://www.bornholmerflyet.dk,0
,5,1,6,3,11,3,0,1,0,1,0,0,2,0,1,1,0,http://www.sa.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.husavisen.dk,0
,4,2,7,4,11,1,0,1,0,0,1,0,0,0,1,1,0,http://www.oline.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.mercedes-benz.dk,0
0,4,3,6,3,11,2,0,0,0,1,0,0,4,3,0,1,1,http://www.findeopskrifter.dk,0
,,,7,4,11,0,0,1,0,1,0,0,2,0,1,1,0,http://www.mail-online.dk,0
1,2,5,7,4,11,3,0,1,0,1,0,0,4,3,22,1,0,http://www.hotel.dk,0
0,,,7,4,3,2,0,1,0,1,1,2,4,3,0,1,0,http://www.gastromand.dk,0
,4,2,6,3,11,3,0,1,0,1,0,0,4,3,3,1,0,http://www.hk.dk,0
0,5,1,6,3,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.delupe.dk,0
,4,2,5,3,11,1,0,1,0,1,0,0,1,0,3,1,1,http://www.surftown.dk,0
,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.metro.dk,0
1,4,4,7,,11,1,0,1,0,0,0,0,4,1,3,1,0,http://www.seriousgames.dk,0
1,4,3,6,3,11,2,0,0,0,1,0,0,4,3,3,1,0,http://www.ebay.dk,0
0,2,5,5,,11,2,0,1,0,1,0,0,2,3,3,1,0,http://www.w3blog.dk,0
,4,3,4,2,0,3,0,1,0,1,0,0,4,1,22,1,0,http://www.euroinvestor.dk,0
0,4,3,6,3,11,3,0,1,0,0,0,0,4,2,3,1,0,http://www.cykelpartner.dk,0
,3,5,6,3,3,1,0,1,0,0,0,0,4,3,3,1,0,http://www.iform.dk,0
,5,1,7,4,11,1,0,1,0,0,0,0,1,0,22,1,0,http://www.mols-linien.dk,0
0,,,7,4,11,1,0,1,0,1,1,0,1,0,1,1,0,http://www.valutaomregneren.dk,0
1,4,3,7,4,11,3,0,1,0,1,0,0,2,0,17,1,0,http://www.vestjyskbank.dk,0
,4,4,6,3,7,3,0,1,0,1,0,0,4,0,3,1,0,http://www.bolius.dk,0
,3,5,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tilbudsservice.dk,0
,4,3,4,2,11,1,0,1,0,0,0,0,0,1,1,1,0,http://www.jobnet.dk,0
,3,5,7,4,3,3,1,1,0,0,1,0,4,0,0,1,0,http://www.penge.dk,0
0,4,3,7,4,11,2,0,1,0,0,0,0,4,0,22,1,0,http://www.mindst50procent.dk,0
0,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.vaiva.dk,0
,1,5,7,4,11,3,0,1,0,0,0,0,3,0,3,1,0,http://www.gratis6.dk,0
,4,2,7,4,11,3,1,1,0,0,1,2,4,0,1,1,0,http://www.cellbes.dk,0
0,6,0,7,4,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.eroleg.dk,0
0,,,6,3,11,0,0,0,0,0,0,0,4,3,3,1,0,http://www.e-universe.dk,0
0,,,7,4,11,0,0,1,0,0,1,1,0,1,3,1,0,http://www.tv3sport.dk,0
0,5,1,7,4,11,1,0,0,0,0,0,0,1,0,3,1,0,http://www.tinglysning.dk,0
,5,1,4,2,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.cvr.dk,1
,5,1,7,4,3,0,0,1,0,0,0,0,0,0,3,1,0,http://www.louisnielsen.dk,0
0,5,1,4,2,11,1,1,1,0,0,0,0,4,3,3,1,0,http://www.heltnormalt.dk,1
,,,7,,11,0,0,1,0,1,0,0,2,1,7,1,0,http://www.peecee.dk,0
0,5,1,4,2,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.nemlog-in.dk,0
0,4,2,7,4,11,0,0,1,0,0,1,0,1,2,0,1,0,http://www.fivu.dk,1
,4,3,3,1,3,0,0,0,0,0,0,0,3,2,3,1,0,http://www.tdc.dk,0
,5,1,7,3,11,3,0,1,0,0,0,0,4,0,3,1,0,http://www.fck.dk,0
0,,,6,3,11,2,0,1,0,0,0,0,4,3,3,1,0,http://www.somo-art.dk,0
0,,,6,3,11,1,0,1,0,1,0,0,4,3,3,1,0,http://www.ecolight.dk,0
0,3,5,7,4,11,1,0,0,0,0,1,0,3,3,3,1,0,http://www.kaizerpowerelectronics.dk,0
1,4,3,7,4,5,3,0,0,0,0,0,0,2,1,1,1,0,http://www.fleggaard.dk,0
,5,1,7,3,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.dvdcity.dk,0
0,,,7,4,11,3,1,1,0,1,0,0,0,0,3,1,1,http://www.kalender-365.dk,0
0,4,2,6,,11,2,0,1,0,0,0,0,2,3,3,1,0,http://www.minecraft.dk,0
0,2,5,7,4,11,1,0,0,0,1,0,0,3,0,3,1,0,http://www.specific.dk,0
,4,3,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.lavprisvvs.dk,0
,4,3,7,4,11,1,0,0,0,1,1,0,4,3,3,1,0,http://www.ahot.dk,0
0,5,1,6,3,11,0,0,1,0,1,0,0,0,0,0,1,0,http://www.udvalgte-vinder.dk,0
,4,2,6,3,3,2,0,0,0,0,0,0,4,1,1,1,0,http://www.netto.dk,0
,6,0,6,3,11,1,0,1,0,0,0,0,1,1,3,1,0,http://www.concept-i.dk,0
,2,5,2,1,11,3,0,1,0,1,0,0,4,2,1,1,0,http://www.amino.dk,0
,5,1,5,2,11,3,0,0,0,1,1,2,2,2,3,1,0,http://www.emu.dk,0
0,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.getit.dk,0
0,5,1,6,3,11,1,0,1,0,1,0,0,0,0,0,1,0,http://www.netnationen.dk,0
,4,4,7,4,11,2,0,1,0,0,1,2,1,0,1,1,0,http://www.klasselotteriet.dk,0
,,,7,4,11,2,1,0,0,0,0,0,2,0,3,1,0,http://www.anima.dk,0
,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.billigbyg.dk,0
,4,2,7,4,11,3,0,1,0,1,0,0,3,0,3,1,0,http://www.xklub.dk,0
,4,3,5,2,11,2,0,0,0,0,1,3,4,3,0,1,0,http://www.jubii.dk,0
,3,5,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.mytrendyphone.dk,0
,6,0,6,3,3,1,0,1,0,0,0,0,1,1,1,1,0,http://www.su.dk,0
,4,2,5,3,11,2,0,0,0,0,0,0,1,0,3,1,0,http://www.virk.dk,0
,4,2,6,4,11,3,1,1,0,1,0,0,4,1,3,1,0,http://www.voresborn.dk,0
,5,1,6,4,11,1,0,1,0,0,1,1,0,0,1,1,0,http://www.forum.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.trimzone.dk,0
,4,2,4,2,11,1,0,1,0,0,1,2,1,3,1,1,0,http://www.trendsales.dk,0
0,,,7,4,1,1,0,0,0,1,0,0,0,0,1,1,0,http://www.randersbolig.dk,0
,6,0,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.dantoto.dk,0
0,3,5,7,4,11,2,0,1,0,0,1,2,4,3,3,1,1,http://www.themeat.dk,0
0,,,7,4,11,2,0,1,0,0,0,0,3,0,0,1,0,http://www.agera.dk,0
0,4,3,7,4,11,0,0,1,0,0,1,1,1,1,3,1,0,http://www.garnpusher.dk,0
,4,2,7,4,11,3,0,1,0,0,1,1,4,0,1,1,0,http://www.danskfolkeferie.dk,0
1,4,3,7,,11,3,0,1,0,0,1,0,4,2,3,1,0,http://www.big.dk,0
,2,5,7,4,11,2,0,0,0,1,0,0,4,3,18,1,0,http://www.disney.dk,0
,5,1,6,3,11,2,0,0,0,0,0,0,2,0,1,1,0,http://www.sundhed.dk,0
,4,2,7,3,11,1,0,1,0,1,1,1,1,0,1,1,0,http://www.kvickly.dk,0
,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.cinemagic.dk,0
0,4,4,7,,11,3,0,0,0,1,1,0,0,0,0,1,0,http://www.weareeli.dk,0
0,,,7,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.smagevin.dk,0
,4,4,7,4,4,3,0,1,0,1,1,3,3,0,1,1,0,http://www.foa.dk,0
,5,1,7,4,4,3,0,1,0,0,0,0,4,1,1,1,0,http://www.seas-nve.dk,0
1,5,1,6,,11,0,0,1,0,1,1,0,0,0,3,1,0,http://www.m2film.dk,0
,4,2,7,4,7,0,0,1,0,0,0,0,2,2,3,1,0,http://www.bonaparte.dk,0
0,,,7,3,11,3,1,1,0,0,1,0,2,0,3,1,0,http://www.taahyler.dk,0
1,,,7,,11,0,0,0,0,1,0,0,0,0,11,1,0,http://www.creditcards.dk,0
0,5,1,6,,11,1,0,1,0,0,1,0,2,3,3,1,0,http://www.jayj.dk,0
,5,1,6,3,11,1,0,1,0,0,0,0,4,0,1,1,0,http://www.realmaeglerne.dk,0
,4,2,5,2,3,3,0,0,0,0,0,0,2,0,3,1,0,http://www.tdconline.dk,0
0,,,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.okoshoppen.dk,0
,5,1,6,3,11,3,0,0,0,0,0,0,3,0,1,1,0,http://www.billetlugen.dk,0
,5,2,6,3,11,2,0,1,0,0,1,0,4,0,1,1,0,http://www.jemogfix.dk,0
0,4,2,7,4,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.cylex.dk,0
0,,,7,4,11,1,0,1,0,1,0,0,1,1,2,1,0,http://www.utupu.dk,0
0,3,5,7,,11,1,0,0,0,0,0,0,3,0,3,1,0,http://www.sempertool.dk,0
,3,5,6,3,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.femina.dk,0
,4,4,6,3,11,2,0,1,0,1,0,0,4,2,3,1,0,http://www.blockbuster.dk,0
,4,2,7,4,11,3,0,1,0,1,0,0,2,0,3,1,0,http://www.lebara.dk,0
,,,7,4,7,3,0,1,0,1,1,1,3,0,3,1,0,http://www.nlp-foreningen.dk,0
1,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.danskenetbank.dk,0
1,3,5,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.cphpost.dk,0
,4,2,7,4,11,1,0,1,0,0,0,0,2,2,1,1,0,http://www.3f.dk,0
1,4,3,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.arriva.dk,0
,5,1,7,4,3,3,0,1,0,1,0,0,4,1,1,1,0,http://www.energimidt.dk,0
,4,2,7,4,11,1,0,0,0,1,1,0,4,3,3,1,0,http://www.brugtgrej.dk,0
0,2,5,3,2,11,3,0,0,0,0,1,3,4,3,3,1,0,http://www.business.dk,0
0,,,7,4,7,1,1,0,0,1,0,0,0,0,3,1,1,http://www.dentalplan.dk,1
0,,,7,4,11,3,0,1,0,0,0,0,2,0,3,1,0,http://www.servage.dk,0
0,4,2,7,4,11,3,0,1,0,1,1,1,4,0,3,1,0,http://www.morethanaclub.dk,0
0,4,3,6,3,11,3,0,1,0,0,1,0,4,0,1,1,0,http://www.dkwebcam.dk,0
0,4,3,7,4,11,3,0,1,0,1,0,0,4,0,0,1,0,http://www.lokalebasen.dk,0
,5,1,7,5,11,2,0,1,0,0,0,0,4,0,3,1,0,http://www.autocom.dk,0
,4,3,4,2,7,1,0,0,0,0,0,0,3,3,0,1,0,http://www.au.dk,0
0,4,2,6,3,11,1,1,1,0,0,0,0,4,3,3,1,0,http://www.ezzo.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.retailinternet.dk,0
1,3,5,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tweak.dk,0
,6,0,6,3,11,1,0,0,0,1,0,0,0,0,3,1,0,http://www.easybooking.dk,0
,4,2,4,2,11,3,0,0,0,0,0,0,4,3,3,1,0,http://www.jv.dk,0
0,4,3,6,4,11,1,1,1,0,0,1,1,4,3,0,1,0,http://www.save-a-lot.dk,0
,5,1,7,4,11,1,0,0,0,0,0,0,1,0,3,1,0,http://www.pensum.dk,0
1,4,2,7,3,11,2,0,0,0,1,1,0,4,1,1,1,0,http://www.sologstrand.dk,0
,0,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.fcbarcelona.dk,0
0,5,1,6,5,11,1,0,1,0,1,1,1,0,0,3,1,0,http://www.optagelse.dk,0
,4,2,4,2,4,2,0,0,0,0,0,0,4,1,1,1,0,http://www.kk.dk,0
,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tilbudsugen.dk,0
0,3,5,6,4,11,3,0,1,0,0,0,0,4,3,3,1,0,http://www.maschavang.dk,0
0,,,7,,11,1,0,1,0,0,1,1,4,3,3,1,0,http://www.nationaldemokraten.dk,0
,3,5,7,4,11,3,0,1,0,0,0,0,3,2,22,1,0,http://www.travelmarket.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.profibernet.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.loyaltymanager.dk,0
0,,,7,4,11,1,0,0,0,1,0,0,4,3,2,1,0,http://www.icovers.dk,0
,6,0,7,4,11,3,0,1,0,1,1,2,1,0,1,0,0,http://www.se.dk,0
0,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.kjavis.dk,0
,4,2,5,2,11,2,0,1,0,1,0,0,4,3,3,1,0,http://www.chopin.dk,0
,4,3,5,3,11,2,0,0,0,1,1,0,1,1,3,1,0,http://www.eniro.dk,0
0,,,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.elbutikken.dk,0
0,3,5,7,4,11,2,0,0,0,0,0,0,1,1,1,1,0,http://www.rn.dk,0
,4,4,6,3,11,3,0,1,0,0,0,0,2,0,1,1,0,http://www.odense.dk,0
,4,2,5,3,11,3,0,0,0,1,0,0,4,0,1,1,0,http://www.hardwareonline.dk,0
0,2,5,7,4,3,3,0,1,0,1,0,0,4,3,3,1,0,http://www.hbold.dk,0
,3,5,7,4,11,1,0,0,0,0,0,0,0,3,3,1,0,http://www.philips.dk,0
,4,3,5,2,11,0,1,1,0,0,0,0,4,3,5,1,0,http://www.scor.dk,0
0,4,3,6,,11,0,0,1,0,1,0,0,0,1,3,1,0,http://www.tobys.dk,0
1,6,0,7,,11,0,0,0,0,0,0,0,0,0,3,1,0,http://www.troelsgravesen.dk,0
0,,,7,4,7,3,0,1,0,1,0,0,4,0,3,1,0,http://www.kanalfrederikshavn.dk,0
0,4,3,6,4,11,0,0,0,0,1,0,0,2,2,3,1,0,http://www.myheritage.dk,0
0,,,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.nikefreerunning2.dk,0
,4,2,5,2,4,1,0,1,0,0,0,0,4,2,1,1,0,http://www.yousee.dk,0
,2,5,5,2,1,0,0,0,0,0,0,0,0,0,1,1,0,http://www.nordjyske.dk,1
0,5,1,7,4,11,0,0,1,0,1,0,0,4,3,3,1,0,http://www.verodanshop.dk,0
,4,3,4,2,11,3,0,0,0,1,0,0,3,1,1,1,0,http://www.bilka.dk,0
,4,3,6,3,11,2,0,1,0,1,0,0,4,0,9,1,0,http://www.flybillet.dk,0
,6,0,7,4,1,2,0,1,0,0,0,0,2,0,1,1,0,http://www.infomedia.dk,0
,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.markedskalenderen.dk,0
,4,2,6,3,11,2,0,0,0,1,1,0,4,0,3,1,0,http://www.fitnessworld.dk,0
0,,,7,4,11,1,1,1,0,0,0,0,4,3,3,1,1,http://www.denfri.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.fisketips.dk,0
,4,3,6,3,11,0,0,1,0,0,0,0,0,1,3,1,0,http://www.systime.dk,0
,3,5,7,4,9,3,0,1,0,0,1,1,4,0,3,1,0,http://www.journalisten.dk,0
,6,0,7,4,7,3,0,0,0,0,0,0,1,0,0,1,0,http://www.asb.dk,0
1,4,3,7,5,11,3,0,1,0,1,1,0,4,0,3,1,0,http://www.pol.dk,0
1,5,1,7,4,11,3,0,1,0,1,1,2,4,0,1,1,0,http://www.toyota.dk,0
0,,,6,4,11,0,0,0,0,0,1,2,0,1,3,1,0,http://www.wp-akademiet.dk,0
1,4,3,7,5,11,2,0,0,0,1,0,0,1,0,1,1,0,http://www.workindenmark.dk,0
1,,,7,4,2,3,0,1,0,1,0,0,4,1,1,1,0,http://www.hendesverden.dk,0
1,4,4,6,4,11,3,0,1,0,0,0,0,4,3,1,1,0,http://www.denmark.dk,0
0,4,2,7,4,11,1,0,1,0,0,0,0,4,1,3,1,0,http://www.webgains.dk,0
0,5,1,7,4,11,2,0,1,0,1,0,0,4,3,1,1,1,http://www.maxgaver.dk,0
1,5,1,6,3,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.golfbox.dk,0
1,6,0,7,4,11,2,0,0,0,0,0,0,4,0,1,1,0,http://www.statstidende.dk,0
1,4,2,3,1,11,3,0,0,0,0,1,0,4,0,22,1,0,http://www.danskebank.dk,0
0,4,3,7,4,11,3,0,1,0,1,0,0,4,3,3,1,0,http://www.nicehair.dk,0
,5,1,6,3,11,2,1,1,0,0,1,3,4,3,3,1,0,http://www.mediawatch.dk,0
,4,3,7,4,3,2,0,0,0,0,0,0,4,1,1,0,0,http://www.falck.dk,0
0,4,2,7,4,11,2,0,1,0,1,1,2,1,0,3,1,0,http://www.matematikfessor.dk,0
,5,1,6,4,11,0,0,1,0,0,1,2,0,0,0,1,0,http://www.myip.dk,0
,4,3,7,,11,0,0,0,0,0,1,1,0,0,3,1,0,http://www.japanphoto.dk,0
,4,2,6,4,11,3,0,1,0,1,0,0,4,0,3,1,0,http://www.fcomputer.dk,0
1,5,1,7,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.nikse.dk,0
,4,2,7,4,1,2,0,1,0,0,0,0,4,0,1,1,0,http://www.abildskou.dk,1
,4,4,7,4,11,1,0,0,0,1,0,0,4,0,3,1,0,http://www.dcs.dk,0
0,5,1,3,1,11,3,1,1,0,0,1,1,4,1,1,1,0,http://www.trustpilot.dk,0
,4,2,6,3,0,2,1,0,0,0,0,0,4,2,1,1,0,http://www.lav-det-selv.dk,0
0,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.av-cables.dk,0
,5,1,7,4,11,0,1,1,0,0,0,0,4,2,3,1,0,http://www.interflora.dk,0
0,4,2,4,2,11,2,0,0,0,0,0,0,4,0,0,1,0,http://www.gemius.dk,0
0,,,7,4,11,0,0,1,0,1,0,0,2,1,3,1,0,http://www.krauzach.dk,0
1,6,0,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.123games.dk,0
