alexa_lang,alexa_links_ins,alexa_load_time,alexa_rank,alexa_rank_dk,cms,external_links_count,facebook_share,has_analytics,has_description,has_keywords,html5,html5_tags,img_count,internal_links_count,server,title_tag,twitter_share,url,xhtml
,4,3,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.web10.dk,0
,3,5,6,3,9,3,0,0,0,0,1,3,4,0,22,1,0,http://www.billedbladet.dk,0
,5,1,5,2,11,3,0,1,0,1,0,0,4,2,3,1,0,http://www.newz.dk,0
,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.sexdating.dk,0
0,5,1,7,4,11,3,0,1,0,0,1,2,4,0,1,1,0,http://www.eal.dk,0
0,3,5,7,4,11,0,0,1,0,1,0,0,2,3,6,1,0,http://www.kostume-4you.dk,0
,,,7,4,11,3,0,1,0,0,0,0,4,2,1,1,0,http://www.ferieliv.dk,0
0,,,7,5,11,2,0,0,0,0,0,0,0,2,3,1,1,http://www.yasni.dk,0
0,5,1,7,5,7,0,0,1,0,0,0,0,4,3,3,1,0,http://www.ucsj.dk,0
1,,,6,3,9,3,1,1,0,1,1,2,4,2,3,1,0,http://www.dagens.dk,0
,4,3,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.bodylab.dk,0
,3,5,4,2,4,3,0,1,0,0,0,0,4,1,1,0,0,http://www.seoghoer.dk,0
0,4,4,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.top1000.dk,0
,,,7,4,11,0,1,1,0,0,1,0,1,2,3,1,0,http://www.larsbachmann.dk,0
0,,,7,4,5,3,0,0,0,0,1,0,4,0,1,1,0,http://www.bredbaandnord.dk,0
,4,3,7,4,11,3,0,1,0,1,0,0,4,0,1,1,0,http://www.skiftselv.dk,0
0,3,5,7,4,11,1,0,1,0,0,1,1,4,3,3,1,0,http://www.southparkstudios.dk,0
,6,0,7,4,11,0,0,1,0,0,0,0,1,2,3,1,0,http://www.ktj-media.dk,0
0,4,2,7,4,11,0,0,0,0,0,0,0,0,0,6,1,0,http://www.ls-forum.dk,0
,5,1,7,4,11,1,0,1,0,0,0,0,0,1,3,1,0,http://www.ucc.dk,0
,4,2,7,4,4,2,0,0,0,0,0,0,3,0,1,1,0,http://www.aarhus.dk,0
0,4,4,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.seosupport.dk,0
0,4,3,6,3,11,2,0,1,0,0,1,1,0,1,3,1,0,http://www.onfone.dk,0
1,,,7,4,3,2,0,1,0,1,0,0,4,1,1,1,0,http://www.solo.dk,0
,5,1,5,3,7,2,0,0,0,0,0,0,1,0,3,1,0,http://www.dk-hostmaster.dk,0
0,,,7,4,11,0,0,1,0,0,0,0,1,1,3,1,0,http://www.helsebladet.dk,0
0,6,0,7,4,11,2,0,1,0,0,1,1,4,0,3,1,0,http://www.festklaveret.dk,0
0,,,6,3,11,1,0,1,0,1,0,0,2,1,3,1,0,http://www.marketinguddannelse.dk,0
0,,,7,4,11,0,0,1,0,0,0,0,2,0,3,1,0,http://www.genphone.dk,0
0,4,2,7,4,11,1,0,1,0,0,0,0,4,3,1,1,0,http://www.spainproperty.dk,0
,5,1,5,3,9,3,0,0,0,0,1,3,4,0,3,1,1,http://www.version2.dk,0
,4,2,7,4,3,3,0,0,0,0,0,0,2,1,1,1,0,http://www.foedevarestyrelsen.dk,0
,,,7,4,9,3,0,1,0,0,0,0,4,1,3,1,0,http://www.aoh.dk,0
0,,,6,3,11,1,0,1,0,1,0,0,2,3,6,1,0,http://www.dressme.dk,0
0,4,2,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.hukommelseskortet.dk,0
0,,,7,4,11,0,0,0,0,0,1,0,0,3,3,1,0,http://www.danskmisbrugsbehandling.dk,0
,5,1,5,2,11,3,1,0,0,0,1,2,2,0,22,1,1,http://www.jyskebank.dk,0
1,,,6,3,11,3,0,1,0,0,0,0,3,0,3,1,0,http://www.nichevine.dk,0
1,4,2,6,3,11,1,0,1,0,0,1,1,4,0,3,1,0,http://www.klarlund.dk,0
1,2,5,6,3,11,3,0,0,0,1,0,0,4,2,8,1,0,http://www.altfordamerne.dk,0
0,3,5,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.6tv.dk,0
,4,4,6,3,11,3,0,1,0,0,1,0,4,3,3,1,0,http://www.kristeligt-dagblad.dk,0
0,2,5,6,,11,3,0,0,0,0,1,2,4,0,3,1,0,http://www.urbanblog.dk,0
0,,,7,4,11,1,0,1,0,1,0,0,4,3,6,1,0,http://www.bellaborsa.dk,0
,4,2,7,4,11,3,0,1,0,1,0,0,2,2,22,1,0,http://www.tryg.dk,0
0,4,2,7,4,1,3,0,1,0,0,1,3,4,0,1,1,0,http://www.radio24syv.dk,0
1,5,1,6,3,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.onlinefilmhome.dk,0
1,4,3,7,4,7,1,0,0,0,0,1,1,4,3,1,1,1,http://www.natmus.dk,0
1,6,0,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.epay.dk,0
0,4,3,6,3,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.radioplay.dk,0
1,6,0,7,4,11,2,0,1,0,1,0,0,4,1,1,1,0,http://www.jvl.dk,0
,4,2,7,3,11,2,0,0,0,1,0,0,1,0,14,1,0,http://www.ebst.dk,1
1,6,0,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.presswire.dk,0
,5,1,7,4,11,2,0,0,0,0,1,2,1,3,1,1,0,http://www.silkeborgkommune.dk,0
,4,4,6,3,11,3,0,1,0,1,0,0,4,2,3,1,0,http://www.it-jobbank.dk,0
0,4,2,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.danaweb.dk,0
,5,1,6,3,11,2,0,1,0,1,0,0,4,1,1,1,0,http://www.123hjemmeside.dk,0
,5,1,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.tip-top.dk,0
,5,1,7,4,5,2,0,1,0,0,0,0,4,0,1,1,0,http://www.rema1000.dk,0
,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.totalkredit.dk,0
0,5,1,6,4,1,1,1,1,0,0,0,0,4,2,1,1,0,http://www.takeoffer.dk,0
,4,2,7,3,11,3,0,1,0,0,1,2,4,0,1,1,0,http://www.motorcykelgalleri.dk,0
0,6,0,7,4,11,3,0,1,0,1,0,0,4,0,6,1,0,http://www.eroguide.dk,0
0,,,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.virksomhedsforedrag.dk,0
,4,2,6,3,11,3,0,1,0,0,0,0,1,0,3,1,0,http://www.heste-nettet.dk,0
,5,1,6,3,11,2,0,1,0,1,0,0,4,0,3,1,0,http://www.quickpay.dk,0
,5,1,5,2,11,3,0,0,0,0,0,0,4,0,22,1,0,http://www.nybolig.dk,0
,4,2,7,4,11,3,0,0,0,1,0,0,4,2,1,0,0,http://www.di.dk,0
,3,5,7,4,11,3,0,0,0,1,0,0,4,0,3,1,0,http://www.ford.dk,0
0,3,5,7,,11,1,1,1,0,1,1,0,2,1,3,1,1,http://www.prestadesign.dk,0
1,5,1,6,3,11,3,0,0,0,1,0,0,4,0,22,1,0,http://www.nykredit.dk,0
0,5,1,7,4,11,0,0,1,0,0,0,0,0,0,1,1,0,http://www.klub-modul.dk,0
0,3,5,6,3,11,1,0,1,0,0,1,0,1,1,1,1,0,http://www.bibob.dk,0
,,,7,4,11,3,0,1,0,1,1,1,4,0,0,1,0,http://www.missmartins.dk,0
,4,2,7,4,11,1,0,1,0,1,0,0,3,0,3,1,0,http://www.lotto24.dk,0
0,4,4,7,4,11,3,0,1,0,1,0,0,4,1,22,1,0,http://www.viskalspise.dk,0
,4,4,5,3,9,3,1,1,0,0,1,1,4,0,3,1,0,http://www.onside.dk,0
,4,4,5,3,9,3,0,0,0,0,0,0,4,2,3,1,0,http://www.fdm.dk,0
0,3,5,7,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.chatrt.dk,0
0,2,5,7,4,11,3,0,1,0,1,0,0,4,1,1,1,0,http://www.familiejournal.dk,0
,4,3,7,4,11,0,0,0,0,0,0,0,0,0,1,1,0,http://www.lederne.dk,0
0,5,1,4,2,11,1,0,1,0,0,1,0,4,0,1,1,0,http://www.ipapercms.dk,0
1,4,2,6,4,11,3,0,0,0,0,1,0,4,3,3,1,0,http://www.bodystore.dk,0
1,5,1,7,4,11,2,0,0,0,1,0,0,4,3,3,1,0,http://www.cool-web.dk,0
1,3,5,1,1,11,3,0,1,0,1,1,0,4,3,3,1,0,http://www.politiken.dk,0
0,,,7,4,11,3,0,1,0,0,0,0,4,0,1,1,0,http://www.gominisite.dk,0
,3,5,6,4,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.metroxpress.dk,0
,4,2,7,4,2,3,0,0,0,0,0,0,3,0,1,1,0,http://www.bravotours.dk,0
,4,2,7,4,11,3,1,1,0,0,0,0,4,0,3,1,0,http://www.genbyg.dk,0
,5,1,7,4,11,2,0,1,0,1,0,0,0,0,3,1,0,http://www.bilpriser.dk,0
,4,4,4,2,11,3,0,0,0,0,1,1,4,0,1,0,0,http://www.3.dk,0
0,4,3,7,,11,1,0,0,0,0,0,0,2,0,1,1,0,http://www.tp-link.dk,0
0,4,3,6,,11,0,0,0,0,0,0,0,0,0,22,1,0,http://www.myupload.dk,0
0,5,1,6,4,11,1,0,1,0,1,0,0,4,3,3,1,0,http://www.toytrade.dk,0
,4,2,6,3,2,3,0,0,0,0,0,0,4,1,1,1,0,http://www.startour.dk,0
,4,4,6,3,11,3,1,1,0,0,0,0,4,2,3,1,0,http://www.gaffa.dk,0
