has_content_business;;;;has_content_film;;;;has_content_food;;;;has_content_games;;;;has_content_health;;;;has_content_music;;;;has_content_news;;;;has_content_shop;;;;has_content_sport;;;;has_content_technology;;;;has_content_transport;;;;has_content_xxx;;;;id;;;;page_rank;;;;
sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;sum;mean;mode;stddev;
7;1.0;1.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;10301.0;1471.57142857;392.0;516.00577437;3.625;0.517857142857;0.625;0.2157686781;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;9586.0;1369.42857143;398.0;664.545786264;2.625;0.375;0.375;0.163663417677;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;8;1.0;1.0;0.0;0;0.0;0.0;0.0;13424.0;1678.0;399.0;654.458554838;4.0;0.5;0.375;0.125;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7089.0;1012.71428571;446.0;425.551311086;3.625;0.517857142857;0.625;0.104124140979;
0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5871.0;1174.2;463.0;699.535102765;3.5;0.7;0.75;0.0612372435696;
0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5362.0;1072.4;464.0;377.949520439;2.21643167028;0.443286334056;0.375;0.0570870094439;
43;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;43;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;43;1.0;1.0;0.0;0;0.0;0.0;0.0;45633.0;1061.23255814;12.0;650.369799537;21.2164316703;0.493405387681;0.625;0.199884083243;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;12441.0;1382.33333333;470.0;682.712563561;5.125;0.569444444444;0.75;0.264254133201;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;10143.0;1449.0;473.0;661.581654608;3.25;0.464285714286;0.375;0.128769688409;
6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7378.0;1229.66666667;475.0;660.084758867;3.34143167028;0.55690527838;0.625;0.123202116131;
0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;7627.0;1271.16666667;544.0;359.99880401;3.375;0.5625;0.625;0.0954703269782;
0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;8391.0;1398.5;597.0;527.735334551;2.5;0.416666666667;0.5;0.117851130198;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;9;1.0;1.0;0.0;9;1.0;1.0;0.0;0;0.0;0.0;0.0;11038.0;1226.44444444;639.0;441.532460392;5.125;0.569444444444;0.625;0.187371355045;
5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;7823.0;1564.6;643.0;510.076308017;3.0;0.6;0.5;0.0935414346693;
0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;5;1.0;1.0;0.0;0;0.0;0.0;0.0;8392.0;1678.4;803.0;637.20439421;2.625;0.525;0.5;0.0935414346693;
0;0.0;0.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;7;1.0;1.0;0.0;7;1.0;1.0;0.0;0;0.0;0.0;0.0;9756.0;1393.71428571;1010.0;372.667877525;3.25;0.464285714286;0.375;0.18557687224;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;6;1.0;1.0;0.0;0;0.0;0.0;0.0;8131.0;1355.16666667;16.0;832.759952741;2.84143167028;0.473571945047;0.375;0.133110968887;
0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;95;1.0;1.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;95;1.0;1.0;0.0;0;0.0;0.0;0.0;99258.0;1044.82105263;17.0;710.685302758;44.6492950108;0.469992579062;0.375;0.209456393997;
